group,variable,value,Gene Annotation
rs2240339,MYO.SKLT.MYOBLAST,17,intronic
rs2240339,MYO.SKLT.MYOBLAST,17,intronic
rs2240339,MYO.SKLT.MYOBLAST,18,intronic
rs2240339,MYO.SKLT.SATELLITE,17,intronic
rs2240339,NSPH.NEUROSPHERE,18,intronic
rs2240339,NSPH.NEUROSPHERE,17,intronic
rs2240339,NSPH.NEUROSPHERE,17,intronic
rs2240339,NSPH.OLF.NEUROSPHERE,18,intronic
rs2240339,OTHR.BREAST.EPITH,18,intronic
rs2240339,OTHR.BREAST.EPITH,18,intronic
rs2240339,OTHR.EMB.LIMB,18,intronic
rs2240339,OTHR.EMB.LIMB,6,intronic
rs2240339,OTHR.EPID.MELANOCYTE,18,intronic
rs2240339,OTHR.FRSKN.MELANOCYTE,17,intronic
rs2240339,OTHR.MMRY.STEM,16,intronic
rs2240339,PANC.BODY.PANCREAS,18,intronic
rs2240339,PANC.BODY.PANCREAS,18,intronic
rs2240339,PANC.BODY.PANCREAS,18,intronic
rs2240339,PANC.BODY.PANCREAS,18,intronic
rs2240339,PANC.EMB.ISLT.PREC,18,intronic
rs2240339,PANC.PANCREAS,18,intronic
rs2240339,PANC.PANCREAS,17,intronic
rs2240339,PCTA.AMNION,18,intronic
rs2240339,PCTA.AMNION.STEM,18,intronic
rs2240339,PCTA.CHORION,6,intronic
rs2240339,PCTA.CHORION,17,intronic
rs2240339,PCTA.CHORION,17,intronic
rs2240339,PCTA.CHORIONIC.VILL,17,intronic
rs2240339,PCTA.CHORIONIC.VILL,17,intronic
rs2240339,PCTA.CHORIONIC.VILL,6,intronic
rs2240339,PCTA.CHORIONIC.VILL,17,intronic
rs2240339,PCTA.PLACENTA,18,intronic
rs2240339,PCTA.PLACENTA,17,intronic
rs2240339,PCTA.PLACENTA,18,intronic
rs2240339,PCTA.PLACENTA,18,intronic
rs2240339,PCTA.PLACENTA,18,intronic
rs2240339,PCTA.PLACENTA,18,intronic
rs2240339,PCTA.PLACENTA,18,intronic
rs2240339,PCTA.PLACENTA,17,intronic
rs2240339,PCTA.PLACENTA,18,intronic
rs2240339,PCTA.PLACENTA,17,intronic
rs2240339,PCTA.PLACENTA,18,intronic
rs2240339,PCTA.PLACENTA,18,intronic
rs2240339,PCTA.PLACENTA,17,intronic
rs2240339,PCTA.PLACENTA,17,intronic
rs2240339,PCTA.TROPHOBLAST,18,intronic
rs2240339,PNS.SPINAL.CRD,18,intronic
rs2240339,PNS.SPINAL.CRD,17,intronic
rs2240339,PNS.SPINAL.CRD,18,intronic
rs2240339,PNS.SPINAL.CRD,17,intronic
rs2240339,PNS.SPINAL.CRD,18,intronic
rs2240339,PNS.SPINAL.CRD,18,intronic
rs2240339,PNS.SPINAL.CRD,17,intronic
rs2240339,REPR.PROSTATE.GLD,17,intronic
rs2240339,REPR.PROSTATE.GLD,18,intronic
rs2240339,SMTH.BRN.VASC.SMTH.MUSC,17,intronic
rs2240339,SMTH.COLON.MUSCLE,17,intronic
rs2240339,SMTH.COLON.MUSCLE,18,intronic
rs2240339,SMTH.DUOD.MUSCLE,17,intronic
rs2240339,SMTH.DUOD.MUSCLE,16,intronic
rs2240339,SMTH.RECT.MUSCLE,17,intronic
rs2240339,SPLN.EMB.SPLEEN,17,intronic
rs2240339,SPLN.SPLEEN,18,intronic
rs2240339,SPLN.SPLEEN,17,intronic
rs2240339,SPLN.SPLEEN,5,intronic
rs2240339,SPLN.SPLEEN,17,intronic
rs2240339,SPLN.SPLEEN,18,intronic
rs2240339,STRM.AORTA.FIBR,17,intronic
rs2240339,STRM.BREAST.FIBR,17,intronic
rs2240339,STRM.BREAST.FIBR,17,intronic
rs2240339,STRM.BRN.PERICYTE,17,intronic
rs2240339,STRM.CARDIAC.FIBR,17,intronic
rs2240339,STRM.CARDIAC.FIBR,17,intronic
rs2240339,STRM.DERMIS.FIBR,18,intronic
rs2240339,STRM.DERMIS.FIBR,17,intronic
rs2240339,STRM.DERMIS.FIBR,17,intronic
rs2240339,STRM.EMB.CARDIAC.FIBR,17,intronic
rs2240339,STRM.EMB.LUNG.FIBR,17,intronic
rs2240339,STRM.EMB.LUNG.FIBR,17,intronic
rs2240339,STRM.EMB.SKIN.FIBR,17,intronic
rs2240339,STRM.EMB.SKIN.FIBR,17,intronic
rs2240339,STRM.EMB.SKIN.FIBR,17,intronic
rs2240339,STRM.EYE.CJCT.FIBR,17,intronic
rs2240339,STRM.FRSKN.FIBR,16,intronic
rs2240339,STRM.FRSKN.FIBR,17,intronic
rs2240339,STRM.GINGVL.FIBR,17,intronic
rs2240339,STRM.GINGVL.FIBR,17,intronic
rs2240339,STRM.LUNG.FIBR,18,intronic
rs2240339,STRM.LUNG.FIBR,17,intronic
rs2240339,STRM.LUNG.FIBR,17,intronic
rs2240339,STRM.LUNG.FIBR,17,intronic
rs2240339,STRM.LUNG.PULM.ATY.FIBR,17,intronic
rs2240339,STRM.MMRY.FIBR,17,intronic
rs2240339,STRM.PERID.LIG.FIBR,17,intronic
rs2240339,STRM.SKIN.FIBR,17,intronic
rs2240339,STRM.SKIN.FIBR,17,intronic
rs2240339,STRM.SKIN.FIBR,17,intronic
rs2240339,STRM.SKIN.FIBR,17,intronic
rs2240339,STRM.SKIN.FIBR,17,intronic
rs2240339,STRM.SKIN.FIBR,18,intronic
rs2240339,STRM.SKIN.FIBR,18,intronic
rs2240339,STRM.SKIN.FIBR,18,intronic
rs2240339,STRM.SKIN.FIBR,18,intronic
rs2240339,STRM.SKIN.FIBR,17,intronic
rs2240339,STRM.SKIN.FIBR,18,intronic
rs2240339,STRM.SKIN.FIBR,17,intronic
rs2240339,STRM.VILL.MESENCH.FIBR,17,intronic
rs2301888,AD.FATPAD,18,intronic
rs2301888,AD.FATPAD,18,intronic
rs2301888,ADIP.ADCYTE,18,intronic
rs2301888,ADIP.TISSUE,18,intronic
rs2301888,BLD.CD4T,18,intronic
rs2301888,BLD.CD4T,18,intronic
rs2301888,BLD.CD4T,18,intronic
rs2301888,BLD.CD4T,18,intronic
rs2301888,BLD.CD4T,17,intronic
rs2301888,BLD.CD4T,13,intronic
rs2301888,BLD.CD4T,18,intronic
rs2301888,BLD.CD4T,18,intronic
rs2301888,BLD.CD4T,18,intronic
rs2301888,BLD.CD8T,18,intronic
rs2301888,BLD.CD8T,18,intronic
rs2301888,BLD.CD8T,18,intronic
rs2301888,BLD.CD8T,17,intronic
rs2301888,BLD.CD8T,18,intronic
rs2301888,BLD.CD8T,18,intronic
rs2301888,BLD.CD8T,18,intronic
rs2301888,BLD.MONONUC,5,intronic
rs2301888,BLD.MONONUC,18,intronic
rs2301888,BLD.MONONUC,18,intronic
rs2301888,BLD.MONONUC,5,intronic
rs2301888,BLD.MONONUC,6,intronic
rs2301888,BLD.MONONUC,18,intronic
rs2301888,BLD.NAIVET,18,intronic
rs2301888,BLD.NAIVET,17,intronic
rs2301888,BLD.NAIVET,18,intronic
rs2301888,BLD.TREG,18,intronic
rs2301888,BLD.TREG,17,intronic
rs2301888,BLD.TREG,18,intronic
rs2301888,BONE.EMB.ARM,18,intronic
rs2301888,BONE.EMB.FEMUR,18,intronic
rs2301888,BONE.EMB.LEG,18,intronic
rs2301888,BONE.MRW,18,intronic
rs2301888,BONE.OSTBLAST,17,intronic
rs2301888,BRN.AG,18,intronic
rs2301888,BRN.AG,17,intronic
rs2301888,BRN.AMM,18,intronic
rs2301888,BRN.AST,17,intronic
rs2301888,BRN.AST.CRBLLM,17,intronic
rs2301888,BRN.AST.HPC,17,intronic
rs2301888,BRN.AST.SPCORD,17,intronic
rs2301888,BRN.CAUD.NUC,17,intronic
rs2301888,BRN.CAUD.NUC,18,intronic
rs2301888,BRN.CAUD.NUC,17,intronic
rs2301888,BRN.CBR.CTX,18,intronic
rs2301888,BRN.CING.GYR,17,intronic
rs2301888,BRN.CING.GYR,17,intronic
rs2301888,BRN.CRBLLM,18,intronic
rs2301888,BRN.CRBLLM,18,intronic
rs2301888,BRN.EMB.BRN,17,intronic
rs2301888,BRN.EMB.BRN,18,intronic
rs2301888,BRN.EMB.BRN,18,intronic
rs2301888,BRN.EMB.BRN,17,intronic
rs2301888,BRN.EMB.BRN,18,intronic
rs2301888,BRN.EMB.BRN,18,intronic
rs2301888,BRN.EMB.BRN,17,intronic
rs2301888,BRN.EMB.BRN,18,intronic
rs2301888,BRN.EMB.BRN,17,intronic
rs2301888,BRN.EMB.BRN,18,intronic
rs2301888,BRN.EMB.BRN,18,intronic
rs2301888,BRN.EMB.BRN,18,intronic
rs2301888,BRN.EMB.BRN,18,intronic
rs2301888,BRN.EMB.BRN,17,intronic
rs2301888,BRN.EMB.BRN,17,intronic
rs2301888,BRN.EMB.BRN,18,intronic
rs2301888,BRN.EMB.GERM.MTX,17,intronic
rs2301888,BRN.FTL.CTX,6,intronic
rs2301888,BRN.FTL.CTX,5,intronic
rs2301888,BRN.GLOB.PD,18,intronic
rs2301888,BRN.HPC,17,intronic
rs2301888,BRN.HPC,17,intronic
rs2301888,BRN.HPC,17,intronic
rs2301888,BRN.INF.PAR.CTX,17,intronic
rs2301888,BRN.MED.OBL,18,intronic
rs2301888,BRN.MID.FTL,17,intronic
rs2301888,BRN.MID.FTL,17,intronic
rs2301888,BRN.MID.FTL.GYR,17,intronic
rs2301888,BRN.MIDBRN,17,intronic
rs2301888,BRN.OCC.LB,18,intronic
rs2301888,BRN.PONS,18,intronic
rs2301888,BRN.PTMN,18,intronic
rs2301888,CA.ACC.ACC112,18,intronic
rs2301888,CA.ALL.DND41,17,intronic
rs2301888,CA.ALL.KOPTK1,13,intronic
rs2301888,CA.ALL.LOUCY,18,intronic
rs2301888,CA.APL.HL60,18,intronic
rs2301888,CA.APL.NB4,18,intronic
rs2301888,CA.BCL.DOHH2,18,intronic
rs2301888,CA.BCL.KARPAS422,18,intronic
rs2301888,CA.BCL.OCILY1,17,intronic
rs2301888,CA.BCL.OCILY3,17,intronic
rs2301888,CA.BCL.OCILY7,18,intronic
rs2301888,CA.BKTL.NAMALWA,18,intronic
rs2301888,CA.BKTL.NAMALWA,18,intronic
rs2301888,CA.BRCA.MCF7,18,intronic
rs2301888,CA.BRCA.MCF7,18,intronic
rs2301888,CA.BRCA.MCF7,18,intronic
rs2301888,CA.BRCA.MCF7,18,intronic
rs2301888,CA.BRCA.MCF7,18,intronic
rs2301888,CA.CCRCC.CAKI1,18,intronic
rs2301888,CA.CRC.CACO2,18,intronic
rs2301888,CA.CRC.HCT116,18,intronic
rs2301888,CA.CRC.HT29,18,intronic
rs2301888,CA.CRC.LOVO,18,intronic
rs2301888,CA.CRC.RKO,18,intronic
rs2301888,CA.CVX.HELAS3,10,intronic
rs2301888,CA.CVX.HELAS3,18,intronic
rs2301888,CA.CVX.HELAS3.G1B,18,intronic
rs2301888,CA.DESM.MEDBM.DAOY,18,intronic
rs2301888,CA.EWINGSC.A673,18,intronic
rs2301888,CA.FIBROSC.HT1080,18,intronic
rs2301888,CA.GLIOBM.A172,18,intronic
rs2301888,CA.GLIOBM.H54,6,intronic
rs2301888,CA.GLIOBM.M059J,18,intronic
rs2301888,CA.HAPLOID.ML.HAP1,18,intronic
rs2301888,CA.HCC.HEPG2,17,intronic
rs2301888,CA.HCC.HUH7,18,intronic
rs2301888,CA.HCC.HUH75,5,intronic
rs2301888,CA.LUAD.PC9,11,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.LUEPITH.A549,18,intronic
rs2301888,CA.MEDBM,18,intronic
rs2301888,CA.MELAN.COLO829,18,intronic
rs2301888,CA.MELAN.RPMI7951,18,intronic
rs2301888,CA.MELAN.SKMEL5,18,intronic
rs2301888,CA.ML.CMK,17,intronic
rs2301888,CA.ML.K562,6,intronic
rs2301888,CA.ML.K562,17,intronic
rs2301888,CA.ML.K562,17,intronic
rs2301888,CA.ML.K562,6,intronic
rs2301888,CA.ML.K562.G1,17,intronic
rs2301888,CA.ML.K562.G2,6,intronic
rs2301888,CA.ML.KBM7,18,intronic
rs2301888,CA.MYELOMA.KMS11,17,intronic
rs2301888,CA.MYELOMA.MM1S,16,intronic
rs2301888,CA.MYELOMA.NCIH929,17,intronic
rs2301888,CA.MYELOMA.PC.RPMI8226,17,intronic
rs2301888,CA.NEUROBM.BE2C,18,intronic
rs2301888,CA.NEUROBM.SKNDSH,18,intronic
rs2301888,CA.NEUROBM.SKNDSH,18,intronic
rs2301888,CA.NEUROBM.SKNDZ,18,intronic
rs2301888,CA.NEUROBM.SKNDZ,18,intronic
rs2301888,CA.NEUROEPTH.SKNDMC,18,intronic
rs2301888,CA.NEUROGLIOMA.h4,18,intronic
rs2301888,CA.NSCLC.NCIH460,18,intronic
rs2301888,CA.OSTSARC.MG63,18,intronic
rs2301888,CA.OSTSARC.SJSA1,18,intronic
rs2301888,CA.PAAD.8988T,5,intronic
rs2301888,CA.PANC.DUCT.EPITH.PANC1,18,intronic
rs2301888,CA.PRAD.C42B,18,intronic
rs2301888,CA.PRAD.EPITH.22RV1,18,intronic
rs2301888,CA.PRAD.EPITH.22RV1,18,intronic
rs2301888,CA.PRAD.LNCAP,18,intronic
rs2301888,CA.PRAD.LNCAP,18,intronic
rs2301888,CA.PRAD.PC3,18,intronic
rs2301888,CA.PTHC,18,intronic
rs2301888,CA.PTHC,17,intronic
rs2301888,CA.RCC,18,intronic
rs2301888,CA.RCC.ACHN,18,intronic
rs2301888,CA.RCC.RCC7860,18,intronic
rs2301888,CA.RMS.SJCRH30,17,intronic
rs2301888,CA.RTK.RHABOID.G401,18,intronic
rs2301888,CA.SCC.NCIH226,18,intronic
rs2301888,CA.TSTC.NT2D1,18,intronic
rs2301888,CA.UCEC.ISHIKAWA,18,intronic
rs2301888,CA.UCEC.ISHIKAWA,6,intronic
rs2301888,CA.UCEC.ISHIKAWA,6,intronic
rs2301888,EDCR.ADRENAL.GLD,17,intronic
rs2301888,EDCR.ADRENAL.GLD,18,intronic
rs2301888,EDCR.ADRENAL.GLD,18,intronic
rs2301888,EDCR.ADRENAL.GLD,13,intronic
rs2301888,EDCR.ADRENAL.GLD,18,intronic
rs2301888,EDCR.ADRENAL.GLD,18,intronic
rs2301888,EDCR.EMB.ADRENAL.GLD,17,intronic
rs2301888,EDCR.EMB.ADRENAL.GLD,18,intronic
rs2301888,EDCR.EMB.ADRENAL.GLD,17,intronic
rs2301888,EDCR.EMB.ADRENAL.GLD,18,intronic
rs2301888,EDCR.EMB.ADRENAL.GLD,17,intronic
rs2301888,EDCR.EMB.ADRENAL.GLD,17,intronic
rs2301888,EDCR.EMB.ADRENAL.GLD,17,intronic
rs2301888,EDCR.EMB.ADRENAL.GLD,16,intronic
rs2301888,EDCR.ENDOC.PANC,17,intronic
rs2301888,EDCR.ENDOC.PANC,17,intronic
rs2301888,EDCR.ENDOC.PANC,18,intronic
rs2301888,EDCR.ENDOC.PANC,17,intronic
rs2301888,EDCR.REPR.EMB.OVARY,18,intronic
rs2301888,EDCR.REPR.OVARY,18,intronic
rs2301888,EDCR.REPR.OVARY,18,intronic
rs2301888,EDCR.REPR.OVARY,18,intronic
rs2301888,EDTH.BRN.MICV.ENDOTH,17,intronic
rs2301888,EDTH.DERM.BLD.VES.ENDOTH,18,intronic
rs2301888,EDTH.DERM.BLD.VES.ENDOTH,18,intronic
rs2301888,EDTH.DERM.LYMPH.VES.ENDOTH,18,intronic
rs2301888,EDTH.DERM.LYMPH.VES.ENDOTH,18,intronic
rs2301888,EDTH.EMB.KDNY.CAP.ENDOTH,18,intronic
rs2301888,EDTH.GLOM.ENDOTH,18,intronic
rs2301888,EDTH.LNG.ART.ENDOTH,18,intronic
rs2301888,EDTH.LNG.MICV.ENDOTH,18,intronic
rs2301888,EDTH.UBM.VEIN.ENDOTH,18,intronic
rs2301888,EDTH.UBM.VEIN.ENDOTH,17,intronic
rs2301888,EPTH.AMNION.EPITH,18,intronic
rs2301888,EPTH.BREAST.EPITH,18,intronic
rs2301888,EPTH.BREAST.EPITH,18,intronic
rs2301888,EPTH.BREAST.EPITH,18,intronic
rs2301888,EPTH.CHOROID.PLEX.EPITH,17,intronic
rs2301888,EPTH.CILIARY.NONPGMT.EPITH,18,intronic
rs2301888,EPTH.COLON.EPITH,18,intronic
rs2301888,EPTH.EMB.SKIN.BDY,18,intronic
rs2301888,EPTH.ESOPH.EPITH,17,intronic
rs2301888,EPTH.FORESKIN.KRTN,18,intronic
rs2301888,EPTH.FORESKIN.KRTN,18,intronic
rs2301888,EPTH.FORESKIN.KRTN,18,intronic
rs2301888,EPTH.FORESKIN.KRTN,18,intronic
rs2301888,EPTH.GLOM.EPITH,18,intronic
rs2301888,EPTH.GLOM.VISC.EPTIH,18,intronic
rs2301888,EPTH.IRIS.PGMT.EPITH,17,intronic
rs2301888,EPTH.KDNY.EPITH,18,intronic
rs2301888,EPTH.KDNY.TUBULE,18,intronic
rs2301888,EPTH.KDNY.TUBULE,18,intronic
rs2301888,EPTH.KRTN,18,intronic
rs2301888,EPTH.KRTN,18,intronic
rs2301888,EPTH.LNG.BRONHC.EPITH,18,intronic
rs2301888,EPTH.LNG.BRONHC.EPITH,18,intronic
rs2301888,EPTH.MARROW.EPITH,18,intronic
rs2301888,EPTH.MMRY.EPITH,18,intronic
rs2301888,EPTH.MMRY.EPITH,18,intronic
rs2301888,EPTH.MMRY.EPITH,18,intronic
rs2301888,EPTH.MMRY.LMN.EPITH,18,intronic
rs2301888,EPTH.MMRY.MYOEPITH,17,intronic
rs2301888,EPTH.MMRY.MYOEPITH,18,intronic
rs2301888,EPTH.PANC.DUCT.EPITH,18,intronic
rs2301888,EPTH.PROST.EPITH,18,intronic
rs2301888,EPTH.PROST.EPITH,18,intronic
rs2301888,EPTH.PROST.EPITH,18,intronic
rs2301888,EPTH.PROST.EPITH,18,intronic
rs2301888,EPTH.PROX.TUB.EPITH,17,intronic
rs2301888,EPTH.PROX.TUB.EPITH,18,intronic
rs2301888,EPTH.RENAL.CTX.EPITH,18,intronic
rs2301888,EPTH.RETINAL.EPITH,17,intronic
rs2301888,EPTH.SKIN.LEG,18,intronic
rs2301888,EPTH.SKIN.LEG,18,intronic
rs2301888,ESC.ELF1,18,intronic
rs2301888,ESC.ESI3,18,intronic
rs2301888,ESC.H1HESC,18,intronic
rs2301888,ESC.H7HESC,18,intronic
rs2301888,ESC.H9,6,intronic
rs2301888,ESC.HUES48,18,intronic
rs2301888,ESC.HUES6,13,intronic
rs2301888,ESC.HUES64,18,intronic
rs2301888,ESDV.BIPOLAR.NEURON,17,intronic
rs2301888,ESDV.CARD.MESODERM,18,intronic
rs2301888,ESDV.CARD.MUSCLE,18,intronic
rs2301888,ESDV.ECTODERM,18,intronic
rs2301888,ESDV.ENDODERM,18,intronic
rs2301888,ESDV.ENDODERM,18,intronic
rs2301888,ESDV.HEPATOCYTE,18,intronic
rs2301888,ESDV.MESENCH.STEM,6,intronic
rs2301888,ESDV.MESENDODERM,18,intronic
rs2301888,ESDV.MESODERM,17,intronic
rs2301888,ESDV.NEURAL.CELL,18,intronic
rs2301888,ESDV.NEURAL.PROG,18,intronic
rs2301888,ESDV.NEURAL.PROG,18,intronic
rs2301888,ESDV.NEURAL.PROG,2,intronic
rs2301888,ESDV.NEURAL.PROG,17,intronic
rs2301888,ESDV.NEURON,17,intronic
rs2301888,ESDV.SM.MUSCLE,18,intronic
rs2301888,EYE.EMB.EYE,18,intronic
rs2301888,EYE.EMB.EYE,17,intronic
rs2301888,EYE.EMB.RETINA,18,intronic
rs2301888,EYE.EMB.RETINA,18,intronic
rs2301888,EYE.EMB.RETINA,18,intronic
rs2301888,GI.COLON.MUC,18,intronic
rs2301888,GI.COLON.MUC,17,intronic
rs2301888,GI.DUOD.MUC,17,intronic
rs2301888,GI.DUOD.MUC,17,intronic
rs2301888,GI.EMB.LARGE.INT,17,intronic
rs2301888,GI.EMB.LARGE.INT,18,intronic
rs2301888,GI.EMB.LARGE.INT,18,intronic
rs2301888,GI.EMB.LARGE.INT,18,intronic
rs2301888,GI.EMB.LARGE.INT,18,intronic
rs2301888,GI.EMB.LARGE.INT,18,intronic
rs2301888,GI.EMB.LARGE.INT,18,intronic
rs2301888,GI.EMB.LARGE.INT,18,intronic
rs2301888,GI.EMB.LARGE.INT,17,intronic
rs2301888,GI.EMB.LARGE.INT,17,intronic
rs2301888,GI.EMB.LARGE.INT,18,intronic
rs2301888,GI.EMB.LARGE.INT,18,intronic
rs2301888,GI.EMB.LARGE.INT,18,intronic
rs2301888,GI.EMB.SMALL.INT,18,intronic
rs2301888,GI.EMB.SMALL.INT,18,intronic
rs2301888,GI.EMB.SMALL.INT,18,intronic
rs2301888,GI.EMB.SMALL.INT,18,intronic
rs2301888,GI.EMB.SMALL.INT,18,intronic
rs2301888,GI.EMB.SMALL.INT,18,intronic
rs2301888,GI.EMB.SMALL.INT,18,intronic
rs2301888,GI.EMB.SMALL.INT,18,intronic
rs2301888,GI.EMB.SMALL.INT,17,intronic
rs2301888,GI.EMB.SMALL.INT,18,intronic
rs2301888,GI.EMB.SMALL.INT,18,intronic
rs2301888,GI.EMB.SMALL.INT,18,intronic
rs2301888,GI.EMB.STOMACH,18,intronic
rs2301888,GI.EMB.STOMACH,17,intronic
rs2301888,GI.EMB.STOMACH,18,intronic
rs2301888,GI.EMB.STOMACH,17,intronic
rs2301888,GI.EMB.STOMACH,18,intronic
rs2301888,GI.EMB.STOMACH,18,intronic
rs2301888,GI.EMB.STOMACH,18,intronic
rs2301888,GI.EMB.STOMACH,16,intronic
rs2301888,GI.EMB.STOMACH,17,intronic
rs2301888,GI.EMB.STOMACH,17,intronic
rs2301888,GI.ESOPH,18,intronic
rs2301888,GI.ESOPH,18,intronic
rs2301888,GI.ESOPH.MUSC.MUC,18,intronic
rs2301888,GI.ESOPH.MUSC.MUC,18,intronic
rs2301888,GI.ESOPH.SQUAM.EPITH,17,intronic
rs2301888,GI.ESOPH.SQUAM.EPITH,18,intronic
rs2301888,GI.GAST.ESOPH.SPHCTR,17,intronic
rs2301888,GI.PEYER.PATCH,18,intronic
rs2301888,GI.PEYER.PATCH,17,intronic
rs2301888,GI.PEYER.PATCH,18,intronic
rs2301888,GI.RECT.MUC,17,intronic
rs2301888,GI.RECT.MUC,17,intronic
rs2301888,GI.SIG.COLON,18,intronic
rs2301888,GI.SIG.COLON,18,intronic
rs2301888,GI.SIG.COLON,17,intronic
rs2301888,GI.SIG.COLON,18,intronic
rs2301888,GI.SIG.COLON,17,intronic
rs2301888,GI.SMALL.INT,18,intronic
rs2301888,GI.SMALL.INT,18,intronic
rs2301888,GI.SMALL.INT,17,intronic
rs2301888,GI.STOMACH,18,intronic
rs2301888,GI.STOMACH,17,intronic
rs2301888,GI.STOMACH,17,intronic
rs2301888,GI.STOMACH,18,intronic
rs2301888,GI.STOMACH,18,intronic
rs2301888,GI.STOMACH,17,intronic
rs2301888,GI.STOMACH.MUC,17,intronic
rs2301888,HRT.AORTA,18,intronic
rs2301888,HRT.AORTA,17,intronic
rs2301888,HRT.ASC.AORTA,18,intronic
rs2301888,HRT.ASC.AORTA,17,intronic
rs2301888,HRT.CORONARY.ATY,18,intronic
rs2301888,HRT.CORONARY.ATY,18,intronic
rs2301888,HRT.EMB.HEART,18,intronic
rs2301888,HRT.EMB.HEART,18,intronic
rs2301888,HRT.EMB.HEART,18,intronic
rs2301888,HRT.EMB.HEART,18,intronic
rs2301888,HRT.EMB.HEART,18,intronic
rs2301888,HRT.EMB.HEART,18,intronic
rs2301888,HRT.EMB.HEART,18,intronic
rs2301888,HRT.EMB.HEART,18,intronic
rs2301888,HRT.EMB.HEART,18,intronic
rs2301888,HRT.EMB.HEART,18,intronic
rs2301888,HRT.EMB.HEART,18,intronic
rs2301888,HRT.EMB.HEART,17,intronic
rs2301888,HRT.EMB.HEART,18,intronic
rs2301888,HRT.EMB.HEART,18,intronic
rs2301888,HRT.EMB.HEART,18,intronic
rs2301888,HRT.EMB.HEART,17,intronic
rs2301888,HRT.EMB.HEART,18,intronic
rs2301888,HRT.EMB.LEFT.ATRIUM,18,intronic
rs2301888,HRT.EMB.LEFT.VENTR,18,intronic
rs2301888,HRT.EMB.LEFT.VENTR,18,intronic
rs2301888,HRT.EMB.RIGHT.VENTR,18,intronic
rs2301888,HRT.HEART,6,intronic
rs2301888,HRT.HEART,18,intronic
rs2301888,HRT.LEFT.VENTR,18,intronic
rs2301888,HRT.LEFT.VENTR,17,intronic
rs2301888,HRT.LEFT.VENTR,17,intronic
rs2301888,HRT.RIGHT.ATRIUM,18,intronic
rs2301888,HRT.RIGHT.ATRIUM,17,intronic
rs2301888,HRT.RIGHT.ATRIUM,17,intronic
rs2301888,HRT.RIGHT.VENTR,18,intronic
rs2301888,HRT.RIGHT.VENTR,17,intronic
rs2301888,HSC.B,18,intronic
rs2301888,HSC.B,18,intronic
rs2301888,HSC.B,18,intronic
rs2301888,HSC.B,18,intronic
rs2301888,HSC.B,6,intronic
rs2301888,HSC.B,18,intronic
rs2301888,HSC.B,12,intronic
rs2301888,HSC.B,18,intronic
rs2301888,HSC.CD14.MONOCYTE,5,intronic
rs2301888,HSC.CD14.MONOCYTE,6,intronic
rs2301888,HSC.CD14.MONOCYTE,5,intronic
rs2301888,HSC.CD14.MONOCYTE,5,intronic
rs2301888,HSC.CD1C.DC,18,intronic
rs2301888,HSC.CD34.CMP,12,intronic
rs2301888,HSC.CD34.CMP,6,intronic
rs2301888,HSC.CD34.CMP,6,intronic
rs2301888,HSC.CD34.CMP,17,intronic
rs2301888,HSC.CD34.CMP,18,intronic
rs2301888,HSC.CD34.CMP,18,intronic
rs2301888,HSC.CD34.CMP,18,intronic
rs2301888,HSC.CD34.CMP,18,intronic
rs2301888,HSC.CD34.CMP,18,intronic
rs2301888,HSC.CD34.CMP,18,intronic
rs2301888,HSC.CD34.CMP,18,intronic
rs2301888,HSC.CD34.CMP,18,intronic
rs2301888,HSC.CD34.CMP,18,intronic
rs2301888,HSC.GERM.CTR,18,intronic
rs2301888,HSC.LYMPHOCYTE,18,intronic
rs2301888,HSC.MPP,18,intronic
rs2301888,HSC.MPP,17,intronic
rs2301888,HSC.MPP,17,intronic
rs2301888,HSC.MPP,17,intronic
rs2301888,HSC.MPP,17,intronic
rs2301888,HSC.MPP,17,intronic
rs2301888,HSC.MPP,18,intronic
rs2301888,HSC.MPP,18,intronic
rs2301888,HSC.MPP,6,intronic
rs2301888,HSC.MPP,18,intronic
rs2301888,HSC.NK,18,intronic
rs2301888,HSC.NK,18,intronic
rs2301888,HSC.NK,18,intronic
rs2301888,HSC.NTPHIL,7,intronic
rs2301888,HSC.NTPHIL,5,intronic
rs2301888,IPSC.11A,18,intronic
rs2301888,IPSC.15b,18,intronic
rs2301888,IPSC.18a,18,intronic
rs2301888,IPSC.18c,17,intronic
rs2301888,IPSC.20b,18,intronic
rs2301888,IPSC.CWRU1,18,intronic
rs2301888,IPSC.DF19.11,12,intronic
rs2301888,IPSC.DF19.7,18,intronic
